gamename,pop,ip,agent,qtd,cluster,client_id
ira-nig,riomp,177.131.32.6,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,5334
sui-fra,riomp,189.71.130.116,98baa0ff56188180d72003c664d3928a2c4c3118,1,4,5335
bra-mex,riomp,187.2.145.203,966b32dc36f0287ae81c36d26f26d70f6ca0f9dc,1,2,5336
spa-hol,riomp,179.179.242.246,4991a63a755c0a1f2acd6ac162d06058945efe42,1,7,5337
hol-cri,spomp,189.55.84.161,351e23a8a47a7747b8e8ea6a76a28809dd8953b9,1,2,5338
spa-chi,spomp,189.127.192.10,b4cc51c041102201100ff357b3cce66aaf58e5de,2,3,5339
usa-por,spomp,189.115.32.250,717fa8fdd171ac13c36304af1d615ee3c321e3ff,1,7,5340
sui-fra,spomp,200.150.127.148,894af19d7638770229799ae0b5cb49e0cc462309,1,4,5341
sui-fra,spomp,177.200.77.22,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,5342
ale-alg,riomp,179.242.196.120,75ff74783856c7470bc25b932173b77cceb3fbe6,3,2,5343
mar-jap,spomp,177.19.80.105,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,5344
col-gre,spomp,187.102.11.35,160911e3f5169de86d05e2daffd6ef2b0aa0be73,2,2,5345
spa-hol,riomp,201.22.184.217,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,7,5346
arg-ira,riomp,177.43.4.97,894af19d7638770229799ae0b5cb49e0cc462309,1,7,5347
ger-por,spomp,187.4.87.57,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,5348
ger-gha,riomp,186.228.38.178,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,6,5349
uru-ing,riomp,200.97.159.11,cdc1ee33665b7784bf82a2c3e2d48f8db2743061,1,1,5350
ale-alg,riomp,177.194.69.92,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,5351
spa-hol,spomp,177.98.243.103,38603bb00d1ec09f77f331dc60e73ffc723ef276,1,1,5352
ita-cri,spomp,177.54.11.78,894af19d7638770229799ae0b5cb49e0cc462309,3,6,5353
bra-cro,riomp,187.41.134.233,4991a63a755c0a1f2acd6ac162d06058945efe42,2,3,5354
gha-usa,spomp,186.193.129.139,894af19d7638770229799ae0b5cb49e0cc462309,1,7,5355
eng-ita,spomp,186.210.109.251,7a6ea9f61bf602d6fe98d83e821c6200081c5e66,1,4,5356
uru-cri,spomp,187.94.46.94,a9660bb0ff694424cb86b10498a28bebfb050c73,1,4,5357
spa-chi,spomp,187.115.160.182,2dcf1dc39737c6f8bd986686dff80cb99839ec78,1,5,5358
uru-ing,riomp,179.211.179.239,0ca3e5a65dead9614f2acd201ebb4bc11e00eb56,1,2,5359
mex-cam,spomp,177.204.132.154,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,5360
cam-bra_cro-mex,spomp,200.161.63.199,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,5361
cam-bra_cro-mex,spomp,189.68.221.109,42c0f3ec36c50316595b48f030ecd30631f7da5f,2,3,5362
ita-cri,spomp,189.110.9.144,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,5363
spa-chi,spomp,187.34.170.48,a6e663dd189b52aeccfd864dc1bdda9e154c87b9,1,5,5364
ger-por,riomp,200.149.16.72,894af19d7638770229799ae0b5cb49e0cc462309,2,3,5365
spa-chi,riomp,179.236.171.113,bcecac675ccbda64625a8b3147c12ef17c003c11,2,2,5366
hon-sui_equ-fra,spomp,177.32.193.37,99a29e6284e8fb8c58d84cc5247e7146e62c7ffc,2,2,5367
arg-sui,spomp,177.2.125.5,6a1661efe3c936b49a6eb0b7dfec8b1990904244,1,7,5368
cam-cro,spomp,189.68.149.81,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,2,3,5369
spa-chi,riomp,187.107.112.59,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,5,5370
arg-bel,riomp,187.3.238.136,abe31351b705861d0ae83e03c16f247552636422,1,2,5371
spa-hol,spomp,186.231.77.106,259e3d3a863d5fe66906c0ffeb4a3ece539022e0,9,6,5372
arg-bos,spomp,177.37.113.44,c0236d31153b6421284a662ed5ad11fb2d50db0f,1,2,5373
arg-bel,spomp,191.59.182.127,37bdd4012d6928efb02528d6cb46db9af5f244f0,4,2,5374
bel-rus,spomp,200.203.239.226,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,5375
bel-alg,spomp,177.200.194.82,e52015dbfcc67c22a846a04c6d7655eb0848268b,1,2,5376
mex-cam,riomp,186.205.196.83,2aefe6a4a5b36b50c601c7faae293ebcc1633a52,1,4,5377
nig-bos,riomp,187.21.81.63,894af19d7638770229799ae0b5cb49e0cc462309,1,4,5378
eng-ita,spomp,189.110.99.11,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,1,5379
aus-hol,spomp,200.131.56.15,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,5380
uru-ing,riomp,186.223.152.95,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,5381
bra-mex,riomp,201.80.231.167,894af19d7638770229799ae0b5cb49e0cc462309,3,3,5382
spa-chi,spomp,187.52.31.49,b2990bfa9e15fd2cc5b915281845342748fdabae,1,7,5383
hol-cri,riomp,177.142.42.42,c0236d31153b6421284a662ed5ad11fb2d50db0f,2,2,5384
nig-bos,riomp,139.82.74.152,894af19d7638770229799ae0b5cb49e0cc462309,2,6,5385
usa-por,riomp,179.222.53.143,894af19d7638770229799ae0b5cb49e0cc462309,1,1,5386
spa-hol,riomp,189.81.129.228,282c206b4a49fcfd29e261b353ee8e367ea99f4c,1,7,5387
sui-fra,spomp,189.62.51.7,dfd4722404c787ba57d26ffd82c983894bb3764b,1,1,5388
ita-cri,spomp,179.179.243.86,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,4,5389
cam-cro,riomp,177.193.78.113,894af19d7638770229799ae0b5cb49e0cc462309,1,7,5390
ira-nig,spomp,179.187.193.88,894af19d7638770229799ae0b5cb49e0cc462309,1,1,5391
arg-ira,spomp,179.167.178.32,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,5392
bel-usa,riomp,186.241.77.136,894af19d7638770229799ae0b5cb49e0cc462309,1,7,5393
uru-cri,riomp,179.218.75.33,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,1,5394
spa-hol,riomp,201.51.191.171,dfebf6bfef1dcb660e8cd2045fbbd967cfbe60b9,1,7,5395
ger-gha,spomp,177.0.126.150,42c5d6a9cd00dc7a34fa70231ea4360f26c75906,1,1,5396
hol-arg,riomp,189.32.25.110,4b4e7ff552142440214f219b752ac66fb32a30ea,3,2,5397
spa-chi,riomp,179.212.165.82,b2990bfa9e15fd2cc5b915281845342748fdabae,2,3,5398
aus-hol,riomp,201.53.146.236,d908dfafbf0541f38a44ac4c094507ce5c0bf4a6,1,1,5399
uru-ing,spomp,189.18.78.154,894af19d7638770229799ae0b5cb49e0cc462309,4,3,5400
fra-ale,spomp,179.132.95.51,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,5401
ger-por,spomp,200.150.101.122,894af19d7638770229799ae0b5cb49e0cc462309,4,3,5402
ger-por,spomp,179.209.0.108,2d08e40b2f19faf50d59ed3851bbc5117e0c8ab6,1,2,5403
mex-cam,riomp,200.97.47.224,d7f2e3eb6aca7660e9bfcee7c6e5813f5b6ca055,1,4,5404
aus-hol,riomp,186.247.23.131,894af19d7638770229799ae0b5cb49e0cc462309,1,7,5405
mex-cam,riomp,189.107.177.50,70d6ff4684ff0d151a74c1cb8ea42741d178f81c,1,4,5406
mar-jap,spomp,186.223.89.117,d908dfafbf0541f38a44ac4c094507ce5c0bf4a6,1,4,5407
bra-mex,riomp,200.228.143.135,aa739e3aaaa1fbfc8667bb26120e9930df881a82,2,6,5408
sui-fra,riomp,186.244.14.133,894af19d7638770229799ae0b5cb49e0cc462309,2,6,5409
bra-mex,riomp,201.80.226.205,7dcf5d2da61a049ca880342cd7b7c01b6e5fc0a0,1,1,5410
arg-sui,riomp,179.162.105.145,5384a8df7b1724880dcd2196684de136282c1954,1,2,5411
cam-cro,spomp,177.5.169.70,894af19d7638770229799ae0b5cb49e0cc462309,1,1,5412
bel-alg,spomp,186.220.26.118,894af19d7638770229799ae0b5cb49e0cc462309,2,6,5413
mar-jap,riomp,191.253.142.17,e8d8fd74209cf056a34f1a1986f87bc12cde919a,1,1,5414
aus-spa_hol-chi,riomp,177.107.238.10,894af19d7638770229799ae0b5cb49e0cc462309,1,4,5415
aus-spa_hol-chi,spomp,177.138.140.92,894af19d7638770229799ae0b5cb49e0cc462309,1,4,5416
aus-hol,riomp,179.179.55.83,b2990bfa9e15fd2cc5b915281845342748fdabae,1,4,5417
aus-hol,spomp,177.147.218.219,a9660bb0ff694424cb86b10498a28bebfb050c73,1,7,5418
aus-hol,spomp,201.86.22.66,42c0f3ec36c50316595b48f030ecd30631f7da5f,1,7,5419
